DIA_TRANSPORTE,DIA_SEMANA,NOMBRE_EMPRESA,LINEA,AMBA,TIPO_TRANSPORTE,JURISDICCION,PROVINCIA,MUNICIPIO,CANTIDAD,DATO_PRELIMINAR
2022-06-22,Wednesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,82436,NO
2022-06-22,Wednesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,485866,NO
2022-06-22,Wednesday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3387,NO
2022-06-22,Wednesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,14,NO
2022-06-22,Wednesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,258283,NO
2022-06-22,Wednesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,438,NO
2022-06-22,Wednesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,63048,NO
2022-06-22,Wednesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,51069,NO
2022-06-22,Wednesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,95271,NO
2022-06-22,Wednesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,479,NO
2022-06-22,Wednesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,303,NO
2022-06-22,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,139,NO
2022-06-22,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,41,NO
2022-06-22,Wednesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,215,NO
2022-06-22,Wednesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1340,NO
2022-06-22,Wednesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,111777,NO
2022-06-22,Wednesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,57171,NO
2022-06-22,Wednesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1978,NO
2022-06-23,Thursday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,84126,NO
2022-06-23,Thursday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,488670,NO
2022-06-23,Thursday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3266,NO
2022-06-23,Thursday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,10,NO
2022-06-23,Thursday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,265833,NO
2022-06-23,Thursday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,460,NO
2022-06-23,Thursday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,63484,NO
2022-06-23,Thursday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,50348,NO
2022-06-23,Thursday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,95665,NO
2022-06-23,Thursday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,675,NO
2022-06-23,Thursday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,290,NO
2022-06-23,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,121,NO
2022-06-23,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,36,NO
2022-06-23,Thursday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,236,NO
2022-06-23,Thursday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1387,NO
2022-06-23,Thursday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,112593,NO
2022-06-23,Thursday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,59452,NO
2022-06-23,Thursday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1913,NO
2022-06-24,Friday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,83389,NO
2022-06-24,Friday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,504936,NO
2022-06-24,Friday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,2387,NO
2022-06-24,Friday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,7,NO
2022-06-24,Friday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,274284,NO
2022-06-24,Friday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,348,NO
2022-06-24,Friday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,63892,NO
2022-06-24,Friday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,52079,NO
2022-06-24,Friday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,97622,NO
2022-06-24,Friday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,635,NO
2022-06-24,Friday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,300,NO
2022-06-24,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,152,NO
2022-06-24,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,77,NO
2022-06-24,Friday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,274,NO
2022-06-24,Friday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1362,NO
2022-06-24,Friday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,117151,NO
2022-06-24,Friday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,57226,NO
2022-06-24,Friday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1917,NO
2022-06-25,Saturday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,46770,NO
2022-06-25,Saturday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,291715,NO
2022-06-25,Saturday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,1458,NO
2022-06-25,Saturday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,7,NO
2022-06-25,Saturday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,91056,NO
2022-06-25,Saturday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,32593,NO
2022-06-25,Saturday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,36982,NO
2022-06-25,Saturday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,55686,NO
2022-06-25,Saturday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,291,NO
2022-06-25,Saturday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,160,NO
2022-06-25,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,25,NO
2022-06-25,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,38,NO
2022-06-25,Saturday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,280,NO
2022-06-25,Saturday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,173,NO
2022-06-25,Saturday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,76768,NO
2022-06-25,Saturday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,22071,NO
2022-06-25,Saturday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2749,NO
2022-06-26,Sunday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,30693,NO
2022-06-26,Sunday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,117710,NO
2022-06-26,Sunday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,773,NO
2022-06-26,Sunday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,4,NO
2022-06-26,Sunday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,28785,NO
2022-06-26,Sunday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,13401,NO
2022-06-26,Sunday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,12481,NO
2022-06-26,Sunday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,23970,NO
2022-06-26,Sunday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,162,NO
2022-06-26,Sunday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,104,NO
2022-06-26,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,12,NO
2022-06-26,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,29,NO
2022-06-26,Sunday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,182,NO
2022-06-26,Sunday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,16954,NO
2022-06-26,Sunday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,10338,NO
2022-06-26,Sunday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2076,NO
2022-06-27,Monday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,79686,NO
2022-06-27,Monday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,450884,NO
2022-06-27,Monday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,2913,NO
2022-06-27,Monday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,8,NO
2022-06-27,Monday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,246829,NO
2022-06-27,Monday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,585,NO
2022-06-27,Monday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,60168,NO
2022-06-27,Monday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,48474,NO
2022-06-27,Monday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,92179,NO
2022-06-27,Monday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,575,NO
2022-06-27,Monday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,255,NO
2022-06-27,Monday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,128,NO
2022-06-27,Monday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,62,NO
2022-06-27,Monday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,244,NO
2022-06-27,Monday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1146,NO
2022-06-27,Monday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,106228,NO
2022-06-27,Monday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,53959,NO
2022-06-27,Monday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1778,NO
2022-06-28,Tuesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,86055,NO
2022-06-28,Tuesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,490180,NO
2022-06-28,Tuesday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3263,NO
2022-06-28,Tuesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,16,NO
2022-06-28,Tuesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,261183,NO
2022-06-28,Tuesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,497,NO
2022-06-28,Tuesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,64043,NO
2022-06-28,Tuesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,51062,NO
2022-06-28,Tuesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,96644,NO
2022-06-28,Tuesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,691,NO
2022-06-28,Tuesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,261,NO
2022-06-28,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,141,NO
2022-06-28,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,38,NO
2022-06-28,Tuesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,237,NO
2022-06-28,Tuesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,875,NO
2022-06-28,Tuesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,113653,NO
2022-06-28,Tuesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,57915,NO
2022-06-28,Tuesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1795,NO
2022-06-29,Wednesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,88525,NO
2022-06-29,Wednesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,492635,NO
2022-06-29,Wednesday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3457,NO
2022-06-29,Wednesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,10,NO
2022-06-29,Wednesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,255581,NO
2022-06-29,Wednesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,598,NO
2022-06-29,Wednesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,65207,NO
2022-06-29,Wednesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,49603,NO
2022-06-29,Wednesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,99513,NO
2022-06-29,Wednesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,592,NO
2022-06-29,Wednesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,272,NO
2022-06-29,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,134,NO
2022-06-29,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,61,NO
2022-06-29,Wednesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,230,NO
2022-06-29,Wednesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1451,NO
2022-06-29,Wednesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,113747,NO
2022-06-29,Wednesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,60239,NO
2022-06-29,Wednesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2234,NO
2022-06-30,Thursday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,88057,NO
2022-06-30,Thursday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,497040,NO
2022-06-30,Thursday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3260,NO
2022-06-30,Thursday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,7,NO
2022-06-30,Thursday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,254866,NO
2022-06-30,Thursday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,493,NO
2022-06-30,Thursday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,65201,NO
2022-06-30,Thursday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,50681,NO
2022-06-30,Thursday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,98009,NO
2022-06-30,Thursday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,734,NO
2022-06-30,Thursday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,295,NO
2022-06-30,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,146,NO
2022-06-30,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,40,NO
2022-06-30,Thursday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,234,NO
2022-06-30,Thursday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,898,NO
2022-06-30,Thursday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,116065,NO
2022-06-30,Thursday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,59891,NO
2022-06-30,Thursday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2137,NO
2022-07-01,Friday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,81713,NO
2022-07-01,Friday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,493691,NO
2022-07-01,Friday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3371,NO
2022-07-01,Friday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,37,NO
2022-07-01,Friday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,258925,NO
2022-07-01,Friday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,528,NO
2022-07-01,Friday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,60516,NO
2022-07-01,Friday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,50228,NO
2022-07-01,Friday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,93673,NO
2022-07-01,Friday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,601,NO
2022-07-01,Friday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,302,NO
2022-07-01,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,130,NO
2022-07-01,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,59,NO
2022-07-01,Friday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,248,NO
2022-07-01,Friday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1180,NO
2022-07-01,Friday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,114304,NO
2022-07-01,Friday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,56732,NO
2022-07-01,Friday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2014,NO
2022-07-02,Saturday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,49414,NO
2022-07-02,Saturday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,293116,NO
2022-07-02,Saturday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3416,NO
2022-07-02,Saturday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,60,NO
2022-07-02,Saturday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,108689,NO
2022-07-02,Saturday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,33578,NO
2022-07-02,Saturday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,39005,NO
2022-07-02,Saturday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,54824,NO
2022-07-02,Saturday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,396,NO
2022-07-02,Saturday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,208,NO
2022-07-02,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,20,NO
2022-07-02,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,43,NO
2022-07-02,Saturday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,300,NO
2022-07-02,Saturday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,188,NO
2022-07-02,Saturday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,78994,NO
2022-07-02,Saturday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,24143,NO
2022-07-02,Saturday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2901,NO
2022-07-03,Sunday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,36573,NO
2022-07-03,Sunday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,109913,NO
2022-07-03,Sunday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,2113,NO
2022-07-03,Sunday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,17,NO
2022-07-03,Sunday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,26897,NO
2022-07-03,Sunday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,15426,NO
2022-07-03,Sunday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,12963,NO
2022-07-03,Sunday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,29630,NO
2022-07-03,Sunday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,214,NO
2022-07-03,Sunday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,178,NO
2022-07-03,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,15,NO
2022-07-03,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,43,NO
2022-07-03,Sunday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,285,NO
2022-07-03,Sunday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1,NO
2022-07-03,Sunday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,19180,NO
2022-07-03,Sunday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,12473,NO
2022-07-03,Sunday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,3466,NO
