DIA_TRANSPORTE,DIA_SEMANA,NOMBRE_EMPRESA,LINEA,AMBA,TIPO_TRANSPORTE,JURISDICCION,PROVINCIA,MUNICIPIO,CANTIDAD,DATO_PRELIMINAR
2022-03-28,Monday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,105724,NO
2022-03-28,Monday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,58429,NO
2022-03-28,Monday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2056,NO
2022-03-29,Tuesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,35016,NO
2022-03-29,Tuesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,168113,NO
2022-03-29,Tuesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,10,NO
2022-03-29,Tuesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,81485,NO
2022-03-29,Tuesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,114,NO
2022-03-29,Tuesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,25548,NO
2022-03-29,Tuesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,20968,NO
2022-03-29,Tuesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,30270,NO
2022-03-29,Tuesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,143,NO
2022-03-29,Tuesday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,13,NO
2022-03-29,Tuesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,96,NO
2022-03-29,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,24,NO
2022-03-29,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,10,NO
2022-03-29,Tuesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,53,NO
2022-03-29,Tuesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,586,NO
2022-03-29,Tuesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,36966,NO
2022-03-29,Tuesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,23037,NO
2022-03-29,Tuesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,1033,NO
2022-03-30,Wednesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,87991,NO
2022-03-30,Wednesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,495506,NO
2022-03-30,Wednesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,43,NO
2022-03-30,Wednesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,250816,NO
2022-03-30,Wednesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,481,NO
2022-03-30,Wednesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,65147,NO
2022-03-30,Wednesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,53296,NO
2022-03-30,Wednesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,92753,NO
2022-03-30,Wednesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,703,NO
2022-03-30,Wednesday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,31,NO
2022-03-30,Wednesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,287,NO
2022-03-30,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,148,NO
2022-03-30,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,64,NO
2022-03-30,Wednesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,249,NO
2022-03-30,Wednesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1955,NO
2022-03-30,Wednesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,108014,NO
2022-03-30,Wednesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,58324,NO
2022-03-30,Wednesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2169,NO
2022-03-31,Thursday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,89194,NO
2022-03-31,Thursday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,501527,NO
2022-03-31,Thursday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,11,NO
2022-03-31,Thursday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,253131,NO
2022-03-31,Thursday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,422,NO
2022-03-31,Thursday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,64823,NO
2022-03-31,Thursday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,51852,NO
2022-03-31,Thursday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,93539,NO
2022-03-31,Thursday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,531,NO
2022-03-31,Thursday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,31,NO
2022-03-31,Thursday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,304,NO
2022-03-31,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,166,NO
2022-03-31,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,60,NO
2022-03-31,Thursday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,287,NO
2022-03-31,Thursday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1938,NO
2022-03-31,Thursday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,108133,NO
2022-03-31,Thursday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,61577,NO
2022-03-31,Thursday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2208,NO
2022-04-01,Friday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,79007,NO
2022-04-01,Friday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,491300,NO
2022-04-01,Friday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3195,NO
2022-04-01,Friday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,30,NO
2022-04-01,Friday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,248483,NO
2022-04-01,Friday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,462,NO
2022-04-01,Friday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,63716,NO
2022-04-01,Friday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,55225,NO
2022-04-01,Friday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,93127,NO
2022-04-01,Friday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,562,NO
2022-04-01,Friday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,37,NO
2022-04-01,Friday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,308,NO
2022-04-01,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,175,NO
2022-04-01,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,102,NO
2022-04-01,Friday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,355,NO
2022-04-01,Friday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1890,NO
2022-04-01,Friday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,109222,NO
2022-04-01,Friday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,58688,NO
2022-04-01,Friday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2555,NO
2022-04-02,Saturday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,51033,NO
2022-04-02,Saturday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,212444,NO
2022-04-02,Saturday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3185,NO
2022-04-02,Saturday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,46,NO
2022-04-02,Saturday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,108647,NO
2022-04-02,Saturday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,7,NO
2022-04-02,Saturday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,24506,NO
2022-04-02,Saturday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,23951,NO
2022-04-02,Saturday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,40839,NO
2022-04-02,Saturday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,399,NO
2022-04-02,Saturday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,13,NO
2022-04-02,Saturday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,291,NO
2022-04-02,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,44,NO
2022-04-02,Saturday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,42,NO
2022-04-02,Saturday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,565,NO
2022-04-02,Saturday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,45930,NO
2022-04-02,Saturday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,23130,NO
2022-04-02,Saturday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,790,NO
2022-04-03,Sunday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,35957,NO
2022-04-03,Sunday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,109550,NO
2022-04-03,Sunday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,1876,NO
2022-04-03,Sunday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,13,NO
2022-04-03,Sunday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,36971,NO
2022-04-03,Sunday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,14650,NO
2022-04-03,Sunday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,13767,NO
2022-04-03,Sunday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,23695,NO
2022-04-03,Sunday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,210,NO
2022-04-03,Sunday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,7,NO
2022-04-03,Sunday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,195,NO
2022-04-03,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,33,NO
2022-04-03,Sunday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,62,NO
2022-04-03,Sunday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,644,NO
2022-04-03,Sunday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,21099,NO
2022-04-03,Sunday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,11820,NO
2022-04-03,Sunday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2876,NO
2022-04-04,Monday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,87610,NO
2022-04-04,Monday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,481212,NO
2022-04-04,Monday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,4176,NO
2022-04-04,Monday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,30,NO
2022-04-04,Monday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,250196,NO
2022-04-04,Monday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,565,NO
2022-04-04,Monday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,65153,NO
2022-04-04,Monday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,53798,NO
2022-04-04,Monday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,93474,NO
2022-04-04,Monday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,639,NO
2022-04-04,Monday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,31,NO
2022-04-04,Monday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,145,NO
2022-04-04,Monday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,157,NO
2022-04-04,Monday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,73,NO
2022-04-04,Monday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,325,NO
2022-04-04,Monday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1488,NO
2022-04-04,Monday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,106808,NO
2022-04-04,Monday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,61119,NO
2022-04-04,Monday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2003,NO
2022-04-05,Tuesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,90449,NO
2022-04-05,Tuesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,514407,NO
2022-04-05,Tuesday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3668,NO
2022-04-05,Tuesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,45,NO
2022-04-05,Tuesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,251611,NO
2022-04-05,Tuesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,474,NO
2022-04-05,Tuesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,67068,NO
2022-04-05,Tuesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,53971,NO
2022-04-05,Tuesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,97235,NO
2022-04-05,Tuesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,716,NO
2022-04-05,Tuesday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,2,NO
2022-04-05,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,173,NO
2022-04-05,Tuesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,64,NO
2022-04-05,Tuesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,328,NO
2022-04-05,Tuesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1774,NO
2022-04-05,Tuesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,111680,NO
2022-04-05,Tuesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,63252,NO
2022-04-05,Tuesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2115,NO
2022-04-06,Wednesday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,91704,NO
2022-04-06,Wednesday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,514678,NO
2022-04-06,Wednesday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3551,NO
2022-04-06,Wednesday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,41,NO
2022-04-06,Wednesday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,261451,NO
2022-04-06,Wednesday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,495,NO
2022-04-06,Wednesday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,67378,NO
2022-04-06,Wednesday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,55449,NO
2022-04-06,Wednesday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,98182,NO
2022-04-06,Wednesday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,628,NO
2022-04-06,Wednesday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,12,NO
2022-04-06,Wednesday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,122,NO
2022-04-06,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,203,NO
2022-04-06,Wednesday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,43,NO
2022-04-06,Wednesday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,306,NO
2022-04-06,Wednesday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1722,NO
2022-04-06,Wednesday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,111543,NO
2022-04-06,Wednesday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,63257,NO
2022-04-06,Wednesday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2209,NO
2022-04-07,Thursday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,91552,NO
2022-04-07,Thursday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,502755,NO
2022-04-07,Thursday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,4419,NO
2022-04-07,Thursday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,39,NO
2022-04-07,Thursday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,259931,NO
2022-04-07,Thursday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,426,NO
2022-04-07,Thursday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,68172,NO
2022-04-07,Thursday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,53439,NO
2022-04-07,Thursday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,95868,NO
2022-04-07,Thursday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,743,NO
2022-04-07,Thursday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,6,NO
2022-04-07,Thursday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,167,NO
2022-04-07,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,180,NO
2022-04-07,Thursday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,75,NO
2022-04-07,Thursday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,351,NO
2022-04-07,Thursday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1680,NO
2022-04-07,Thursday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,112615,NO
2022-04-07,Thursday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,65936,NO
2022-04-07,Thursday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2380,NO
2022-04-08,Friday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,91989,NO
2022-04-08,Friday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,524935,NO
2022-04-08,Friday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3718,NO
2022-04-08,Friday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,36,NO
2022-04-08,Friday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,248524,NO
2022-04-08,Friday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,528,NO
2022-04-08,Friday,METROVIAS S.A. (URQUIZA),FFCC URQUIZA,SI,TREN,NACIONAL,JN,SD,67816,NO
2022-04-08,Friday,SOFSE - Belgrano Sur,FFCC_BELG_SUR,SI,TREN,NACIONAL,JN,SD,57796,NO
2022-04-08,Friday,FERROVIAS S.A.,FFCC_BELGRANO_NORTE,SI,TREN,NACIONAL,JN,SD,97546,NO
2022-04-08,Friday,SOFSE - Mitre,FFCC_MITRE,SI,TREN,NACIONAL,JN,SD,757,NO
2022-04-08,Friday,SOFSE - Mitre,FFCC_MITRE_CAPILLA,SI,TREN,NACIONAL,JN,SD,13,NO
2022-04-08,Friday,SOFSE - Mitre,FFCC_MITRE_ZARATE,SI,TREN,NACIONAL,JN,SD,128,NO
2022-04-08,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-LOBOS,SI,TREN,NACIONAL,JN,SD,156,NO
2022-04-08,Friday,SOFSE - Roca,FFCC_ROCA_CAÑUELAS-MONTE,SI,TREN,NACIONAL,JN,SD,69,NO
2022-04-08,Friday,SOFSE - Roca,FFCC_ROCA_KORN-CHASCOMUS,SI,TREN,NACIONAL,JN,SD,411,NO
2022-04-08,Friday,SOFSE - Roca,FFCC_ROCA_UNIVERSITARIO,SI,TREN,NACIONAL,JN,SD,1402,NO
2022-04-08,Friday,SOFSE - San Martin,FFCC_SANM,SI,TREN,NACIONAL,JN,SD,116242,NO
2022-04-08,Friday,SOFSE - Mitre,FFCC_SUAREZ,SI,TREN,NACIONAL,JN,SD,67220,NO
2022-04-08,Friday,SOFSE- TREN DE LA COSTA,FFCC_TREN_COSTA,SI,TREN,NACIONAL,JN,SD,2452,NO
2022-04-09,Saturday,SOFSE - Mitre,FCC MITRE_TIGRE,SI,TREN,NACIONAL,JN,SD,58815,NO
2022-04-09,Saturday,SOFSE - Roca,FFCC ROCA,SI,TREN,NACIONAL,JN,SD,312952,NO
2022-04-09,Saturday,SOFSE- SARMIENTO,FFCC SAR  MERLO - LOBOS,SI,TREN,NACIONAL,JN,SD,3399,NO
2022-04-09,Saturday,SOFSE- SARMIENTO,FFCC SAR MORENO - MERCEDES,SI,TREN,NACIONAL,JN,SD,69,NO
2022-04-09,Saturday,SOFSE- SARMIENTO,FFCC SAR,SI,TREN,NACIONAL,JN,SD,158283,NO
2022-04-09,Saturday,SOFSE - TREN DEL VALLE,FFCC TREN DEL VALLE,NO,TREN,NACIONAL,JN,SD,4,NO
